filename,path,ra,dec,shapey,shapex,pixelscalearcsec,cutoutsizearcsecy,cutoutsizearcsecx,skylevel,p99flux,status,reason,stdnorm,peaknorm,edgeabsmean,finitefraction,r1_pre_offset_pix,r1_post_offset_pix,r1_shift_y,r1_shift_x,r1_n_components,seg_bkg,seg_sigma,r2_n_components,r2_n_bright_components,r2_main_flux_fraction,r2_main_area_fraction,r2_spike_cross_ratio,r2_main_peaknorm,r3_mask_pixels,r3_mask_fraction
0016_150.294221_2.506514_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0016_150.294221_2.506514_acs_I_mosaic_30mas_sci.fits,150.29421923133137,2.5065067301109782,168,168,0.029999998800000004,5.0399997984,5.0399997984,-2.5840085982054006e-06,0.008511589840054512,reject,r2_main_object_too_weak,0.39866021275520325,5.0,0.28142470121383667,1.0,0.3154386687243216,0.10553436493540463,-0.07173573935743605,0.3071734647156461,1,1.3642420526593924e-11,0.2624361965328455,1,1,0.15209434760502766,0.00818452380952381,0.1600948065693219,5.0,408,0.01445578231292517
0017_150.375938_2.243623_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0017_150.375938_2.243623_acs_I_mosaic_30mas_sci.fits,150.37594096946714,2.2436153528648215,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.00018107301730196923,0.009187240153551102,reject,r2_main_object_too_weak,0.3188345432281494,2.561173439025879,0.2486211210489273,1.0,2.1334599628789364,1.5411209252701308,2.1173650708785487,0.26156561286008184,2,0.0,0.23435857780873773,2,1,0.12425531856699033,0.011798469387755101,0.13028671738416475,2.3473308086395264,588,0.020833333333333332
0019_149.960066_2.248637_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0019_149.960066_2.248637_acs_I_mosaic_30mas_sci.fits,149.96007393110142,2.2486383397592493,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.0005372586892917752,0.030240265652537346,reject,r1_dominant_component_far_from_catalog_center,0.2845956087112427,5.0,0.1974646896123886,1.0,104.92074900871872,1.6969183079560057,-78.69247434665402,69.39638357833748,13,0.0,1e-06,13,2,0.5324072501000052,0.04180839002267574,0.2986465042154644,5.0,1769,0.06267715419501134
0020_150.494894_2.203851_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0020_150.494894_2.203851_acs_I_mosaic_30mas_sci.fits,150.49489330772863,2.2038486453052926,168,168,0.029999998800000004,5.0399997984,5.0399997984,4.013283614767715e-05,0.010514910332858562,reject,r2_main_object_too_weak,0.3801310360431671,5.0,0.21707479655742645,1.0,0.4378990284633952,0.12450438628008198,0.4039160434168849,-0.1691371898774321,1,-0.00018187682144343853,0.213071796182885,1,1,0.23174163711766593,0.012471655328798186,0.20364456884634016,5.0,594,0.021045918367346938
0022_150.335559_2.486015_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0022_150.335559_2.486015_acs_I_mosaic_30mas_sci.fits,150.33556302320153,2.486017831030555,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.0003974178689531982,0.014684714376926422,reject,r2_main_object_too_weak,0.3046056628227234,5.0,0.15963783860206604,1.0,1.7224157668305529,1.444825771711326,1.3610979418219813,1.055522840394488,3,9.908944775816053e-10,0.16871095929161245,3,1,0.24659827448029836,0.01927437641723356,0.18343347669256813,5.0,903,0.031994047619047616
0023_150.301755_2.487292_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0023_150.301755_2.487292_acs_I_mosaic_30mas_sci.fits,150.3017655459384,2.487289631900146,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.0001551759778521955,0.008958468213677406,reject,r2_main_object_too_weak,0.33040106296539307,3.183337688446045,0.22866399586200714,1.0,1.2227453293682906,1.1396765901702595,-0.5584923404846904,-1.0877464990115584,1,8.121787686832249e-10,0.22862799330962025,1,1,0.1544962547316658,0.01240079365079365,0.160530725989992,2.95717453956604,596,0.021116780045351474
0025_150.325241_2.28518_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0025_150.325241_2.28518_acs_I_mosaic_30mas_sci.fits,150.3252421214283,2.2851731322741196,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.00018748335423879325,0.017817270010709763,reject,r2_main_object_too_weak,0.21367192268371582,2.196951389312744,0.1357077807188034,1.0,0.33290729105160005,0.28735510614550397,-0.06194247664419095,-0.3270938611813108,3,0.0,0.12464641388878225,3,1,0.25985054489111215,0.021541950113378686,0.14333851872335698,1.6080739498138428,920,0.03259637188208617
0026_150.510751_2.283148_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0026_150.510751_2.283148_acs_I_mosaic_30mas_sci.fits,150.5107502810746,2.283142602016953,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.00011737663589883596,0.015639618039131165,reject,r2_main_object_too_weak,0.2988935708999634,5.0,0.1657257378101349,1.0,0.5053266353214891,0.18094778052557392,0.4828955591214026,-0.1488854840008429,1,-2.32716956816148e-10,0.1618247905374216,1,1,0.2919064745384902,0.019770408163265307,0.1540908838977076,4.776717662811279,881,0.031214569160997734
0027_149.783271_2.088043_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0027_149.783271_2.088043_acs_I_mosaic_30mas_sci.fits,149.78327706686528,2.088036611732558,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.0005639238515868783,0.01017950102686882,reject,r1_no_component_detected;r2_no_component_detected,0.39739692211151123,1.9286259412765503,0.3204376697540283,1.0,,,0.0,0.0,0,2.8589965950232e-09,0.3897182245194912,0,0,,,,,0,0.0
0028_150.278332_2.009032_acs_I_mosaic_30mas_sci.fits,cosmos_cutouts\fits\0028_150.278332_2.009032_acs_I_mosaic_30mas_sci.fits,150.27833370688458,2.0090227392625755,168,168,0.029999998800000004,5.0399997984,5.0399997984,0.00027672306168824434,0.013788768090307713,reject,r2_main_object_too_weak,0.26204565167427063,3.010892391204834,0.16177943348884583,1.0,8.238980836487196,0.6147606294085671,-3.9138185302625175,7.250022740390335,3,-1.0550138540565968e-09,0.15874125539482775,3,1,0.21547032580742456,0.0207624716553288,0.12675666138065597,2.7022593021392822,936,0.03316326530612245
